,Community Name,Community Code,Venue Name,Venue ID,Lat,Long,Categories
8566,RED CARPET,RED,Shawarma Palace,4bf0b12e21072d7fc449208b,51.037969176718356,-113.97908643380909,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/falafel_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Falafel Restaurants', 'name': 'Falafel Restaurant', 'id': '4bf58dd8d48988d10b941735', 'shortName': 'Falafel'}]"
8567,RED CARPET,RED,Pacific Hut Restaurant,4b0586ecf964a520c07522e3,51.03692238262008,-113.98876716446624,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Asian Restaurants', 'name': 'Asian Restaurant', 'id': '4bf58dd8d48988d142941735', 'shortName': 'Asian'}]"
8569,RED CARPET,RED,Chapters,4b0ea62ff964a5204d5923e3,51.075447026059514,-113.99101998178733,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bookstore_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Bookstores', 'name': 'Bookstore', 'id': '4bf58dd8d48988d114951735', 'shortName': 'Bookstore'}]"
8577,RED CARPET,RED,Blackfoot Diner,4b51e6ddf964a5206b5a27e3,51.03646549861947,-114.02038675227006,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/diner_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Diners', 'name': 'Diner', 'id': '4bf58dd8d48988d147941735', 'shortName': 'Diner'}]"
8579,RED CARPET,RED,Kings Restaurant,4b7aeeeaf964a52004472fe3,51.052640536529026,-114.00086003335883,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Chinese Restaurants', 'name': 'Chinese Restaurant', 'id': '4bf58dd8d48988d145941735', 'shortName': 'Chinese'}]"
8583,RED CARPET,RED,Cora,4e52729dfa7687935fbb3ff8,51.07454642250958,-113.98448727460058,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
8587,RED CARPET,RED,Alberta King of Subs,4b0586ecf964a520c47522e3,51.09131252004951,-113.95779283227455,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/diner_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Diners', 'name': 'Diner', 'id': '4bf58dd8d48988d147941735', 'shortName': 'Diner'}]"
8599,RED CARPET,RED,Sobeys - Forest Lawn,4b22d945f964a520b24e24e3,51.03729313030451,-113.96035285238291,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Grocery Stores', 'name': 'Grocery Store', 'id': '4bf58dd8d48988d118951735', 'shortName': 'Grocery Store'}]"
8603,RED CARPET,RED,Esso,4b6df314f964a520499e2ce3,51.08545368743343,-113.95775605712575,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/gas_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Gas Stations', 'name': 'Gas Station', 'id': '4bf58dd8d48988d113951735', 'shortName': 'Gas Station'}]"
8608,RED CARPET,RED,Ric's Lounge & Grill,4c24cc99a852c928caace36c,51.071218730352484,-113.99911574102899,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'American Restaurants', 'name': 'American Restaurant', 'id': '4bf58dd8d48988d14e941735', 'shortName': 'American'}]"
8610,RED CARPET,RED,Road King Truck Stop,4bbff94f74a9a5938185cff6,51.010588836292335,-114.00377343261962,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/diner_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Diners', 'name': 'Diner', 'id': '4bf58dd8d48988d147941735', 'shortName': 'Diner'}]"
8611,RED CARPET,RED,Sunridge Mall,4b088f57f964a5206a0e23e3,51.07434679273511,-113.98592669558967,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/mall_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Shopping Malls', 'name': 'Shopping Mall', 'id': '4bf58dd8d48988d1fd941735', 'shortName': 'Mall'}]"
8614,RED CARPET,RED,Sociables Taphouse,4c54efe01b46c9b67d8e5ccf,51.07561631107467,-113.95697308950338,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Restaurants', 'name': 'Restaurant', 'id': '4bf58dd8d48988d1c4941735', 'shortName': 'Restaurant'}]"
8615,RED CARPET,RED,Horizons Bistro,4d4703ddbefe236a6c940ee3,51.064916,-113.984866,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
8616,ST. ANDREWS HEIGHTS,STA,Lazy Loaf and Kettle,4b0586e7f964a520257422e3,51.058086,-114.13564,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Sandwich Places', 'name': 'Sandwich Place', 'id': '4bf58dd8d48988d1c5941735', 'shortName': 'Sandwiches'}]"
8617,ST. ANDREWS HEIGHTS,STA,Edelweiss Imports Ltd.,4b6f4b0ff964a520bae92ce3,51.070377363301674,-114.1055971119398,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_gourmet_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Gourmet Shops', 'name': 'Gourmet Shop', 'id': '4bf58dd8d48988d1f5941735', 'shortName': 'Gourmet'}]"
8618,ST. ANDREWS HEIGHTS,STA,Dairy Lane Cafe,4b5f7f36f964a520cebd29e3,51.0550860686718,-114.1057319911554,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
8619,ST. ANDREWS HEIGHTS,STA,Pizza Bob's Classic Pie,4b1316fbf964a520f89323e3,51.05275117493811,-114.1213049140396,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Pizza Places', 'name': 'Pizza Place', 'id': '4bf58dd8d48988d1ca941735', 'shortName': 'Pizza'}]"
8620,ST. ANDREWS HEIGHTS,STA,Higher Ground,4b0586e8f964a5204b7422e3,51.052690818635696,-114.08784894429684,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Coffee Shops', 'name': 'Coffee Shop', 'id': '4bf58dd8d48988d1e0931735', 'shortName': 'Coffee Shop'}]"
8621,ST. ANDREWS HEIGHTS,STA,Vendome Cafe,55b2c1fc498e1bf8cf78682d,51.05513753948826,-114.08332312101305,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Cafés', 'name': 'Café', 'id': '4bf58dd8d48988d16d941735', 'shortName': 'Café'}]"
8622,ST. ANDREWS HEIGHTS,STA,Peppino,4b0586ebf964a520527522e3,51.05250919212293,-114.09094595288585,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/diner_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Diners', 'name': 'Diner', 'id': '4bf58dd8d48988d147941735', 'shortName': 'Diner'}]"
8623,ST. ANDREWS HEIGHTS,STA,Flipp'n Burgers,517ed3b7e4b0a8be8015f019,51.055152876598996,-114.08582047626965,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Burger Joints', 'name': 'Burger Joint', 'id': '4bf58dd8d48988d16c941735', 'shortName': 'Burgers'}]"
8625,ST. ANDREWS HEIGHTS,STA,The Pie Junkie,56101ce0498e048a43431a2a,51.0481791270504,-114.13645905521902,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Cafés', 'name': 'Café', 'id': '4bf58dd8d48988d16d941735', 'shortName': 'Café'}]"
8626,ST. ANDREWS HEIGHTS,STA,Odyssey Coffeehouse,4c8fbfa6160ea093e5f0d0fc,51.063732678801294,-114.09011431663963,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Coffee Shops', 'name': 'Coffee Shop', 'id': '4bf58dd8d48988d1e0931735', 'shortName': 'Coffee Shop'}]"
8629,ST. ANDREWS HEIGHTS,STA,Starbucks kiosk,4ea6f0d5c2ee77d11ae5852c,51.085293747296106,-114.12346615612705,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Coffee Shops', 'name': 'Coffee Shop', 'id': '4bf58dd8d48988d1e0931735', 'shortName': 'Coffee Shop'}]"
8631,ST. ANDREWS HEIGHTS,STA,Gus's Cafe & Pizzeria,4ca6414c931bb60c9b9a91e2,51.06717961682697,-114.12884587453078,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Pizza Places', 'name': 'Pizza Place', 'id': '4bf58dd8d48988d1ca941735', 'shortName': 'Pizza'}]"
8635,ST. ANDREWS HEIGHTS,STA,Weeds Cappucino Bar,4b0586e9f964a520857422e3,51.070377,-114.104793,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Coffee Shops', 'name': 'Coffee Shop', 'id': '4bf58dd8d48988d1e0931735', 'shortName': 'Coffee Shop'}]"
8636,ST. ANDREWS HEIGHTS,STA,Donegal's Irish Pub,4b244af8f964a5206c6524e3,51.03835632218892,-114.14150299509556,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Irish Pubs', 'name': 'Irish Pub', 'id': '52e81612bcbc57f1066b7a06', 'shortName': 'Irish'}]"
8647,ST. ANDREWS HEIGHTS,STA,Food Court,4b6b830df964a520440d2ce3,51.08512107883832,-114.15404720669298,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_foodcourt_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Food Courts', 'name': 'Food Court', 'id': '4bf58dd8d48988d120951735', 'shortName': 'Food Court'}]"
8648,ST. ANDREWS HEIGHTS,STA,Extreme Bean,4ba57735f964a520eb0939e3,51.05692505070646,-114.13510666846354,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Coffee Shops', 'name': 'Coffee Shop', 'id': '4bf58dd8d48988d1e0931735', 'shortName': 'Coffee Shop'}]"
8660,ST. ANDREWS HEIGHTS,STA,Food Court North Hill Centre,4ef25643f9ab11b14eb43423,51.06594566927952,-114.10202555970756,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_foodcourt_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Food Courts', 'name': 'Food Court', 'id': '4bf58dd8d48988d120951735', 'shortName': 'Food Court'}]"
8661,ST. ANDREWS HEIGHTS,STA,The Roasterie,4b09a65cf964a520061b23e3,51.05439555210016,-114.08590542813725,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Cafés', 'name': 'Café', 'id': '4bf58dd8d48988d16d941735', 'shortName': 'Café'}]"
8664,ST. ANDREWS HEIGHTS,STA,Parkdale Park,4bf5fd9c5e800f479eb5e6d4,51.05987383947526,-114.1279935836792,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Parks', 'name': 'Park', 'id': '4bf58dd8d48988d163941735', 'shortName': 'Park'}]"
8665,ST. ANDREWS HEIGHTS,STA,Garden Deli,4be1fb099296c9b6c1cd9390,51.06375814354922,-114.1340614335441,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Cafés', 'name': 'Café', 'id': '4bf58dd8d48988d16d941735', 'shortName': 'Café'}]"
8666,ELBOW PARK,EPK,The Glencoe Club,4b69cf87f964a520a8b52be3,51.028676173377974,-114.08062574473178,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Athletics & Sports', 'name': 'Athletics & Sports', 'id': '4f4528bc4b90abdf24c9de85', 'shortName': 'Athletics & Sports'}]"
8667,ELBOW PARK,EPK,Yann Haute Patisserie,4b4a2bbbf964a5203c7d26e3,51.03224624768667,-114.07067060845887,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Bakeries', 'name': 'Bakery', 'id': '4bf58dd8d48988d16a941735', 'shortName': 'Bakery'}]"
8668,ELBOW PARK,EPK,Monogram Coffee,5502fb8c498e95778d8e7fd5,51.010967065214984,-114.10005439602287,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Coffee Shops', 'name': 'Coffee Shop', 'id': '4bf58dd8d48988d1e0931735', 'shortName': 'Coffee Shop'}]"
8670,ELBOW PARK,EPK,Galaxie Diner,4b0586ebf964a520697522e3,51.03972982879154,-114.08910353246397,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
8671,ELBOW PARK,EPK,Myhre's Deli,4ccc82e2ee23a14359a71fa8,51.039767354410046,-114.08919457979881,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Delis / Bodegas', 'name': 'Deli / Bodega', 'id': '4bf58dd8d48988d146941735', 'shortName': 'Deli / Bodega'}]"
8672,ELBOW PARK,EPK,Analog Coffee,5095981fe4b03898b0255afe,51.03797538328347,-114.07927144867843,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Cafés', 'name': 'Café', 'id': '4bf58dd8d48988d16d941735', 'shortName': 'Café'}]"
8673,ELBOW PARK,EPK,Rustic Sourdough Bakery & Deli,4b0586eef964a520397622e3,51.03778134961725,-114.09194082616062,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Bakeries', 'name': 'Bakery', 'id': '4bf58dd8d48988d16a941735', 'shortName': 'Bakery'}]"
8674,ELBOW PARK,EPK,Purple Perk,4b0336a9f964a520954d22e3,51.03279921934084,-114.07151860192121,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Coffee Shops', 'name': 'Coffee Shop', 'id': '4bf58dd8d48988d1e0931735', 'shortName': 'Coffee Shop'}]"
8675,ELBOW PARK,EPK,Jelly Modern Doughnuts,4db848ec43a1a75c1f6f960c,51.039970232355834,-114.08168281429425,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/donuts_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Donut Shops', 'name': 'Donut Shop', 'id': '4bf58dd8d48988d148941735', 'shortName': 'Donuts'}]"
8679,ELBOW PARK,EPK,Caffe Beano,4b299480f964a52039a124e3,51.03816069710851,-114.08435042070873,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Coffee Shops', 'name': 'Coffee Shop', 'id': '4bf58dd8d48988d1e0931735', 'shortName': 'Coffee Shop'}]"
8680,ELBOW PARK,EPK,La Boulangerie,4f4d2b7ee4b081be1cf50c58,51.03088107768488,-114.07166927121072,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Bakeries', 'name': 'Bakery', 'id': '4bf58dd8d48988d16a941735', 'shortName': 'Bakery'}]"
8681,ELBOW PARK,EPK,Gaga Pizzeria,4f46a745e4b0d125f42faae0,51.042193066939014,-114.09068497859971,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Pizza Places', 'name': 'Pizza Place', 'id': '4bf58dd8d48988d1ca941735', 'shortName': 'Pizza'}]"
8682,ELBOW PARK,EPK,Belmont Diner,540b2114498e7fb901fb131a,51.024114,-114.107743,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
8683,ELBOW PARK,EPK,Philosafy,5747b3d7498e5f6b0a739e29,51.03791130407043,-114.07620524069694,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Cafés', 'name': 'Café', 'id': '4bf58dd8d48988d16d941735', 'shortName': 'Café'}]"
8684,ELBOW PARK,EPK,Heaven Artisan GF Cuisine,535a8852498e8d3c52333df1,51.03772,-114.08513,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/glutenfree_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Gluten-free Restaurants', 'name': 'Gluten-free Restaurant', 'id': '4c2cd86ed066bed06c3c5209', 'shortName': 'Gluten-free'}]"
8685,ELBOW PARK,EPK,Buttermilk Fine Waffles,5533e8e0498eb8e71736b0c1,51.03783725586411,-114.07055543855425,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
8688,ELBOW PARK,EPK,Sidewalk Citizen Bakery,4daf1e3f6a23e6c93498b0f8,51.005044378182895,-114.06708344500097,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bagels_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Bagel Shops', 'name': 'Bagel Shop', 'id': '4bf58dd8d48988d179941735', 'shortName': 'Bagels'}]"
8689,ELBOW PARK,EPK,Jamesons Irish Pub,4f0dbf2cd5fb971c7442484c,51.03791624248233,-114.09085822079236,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Pubs', 'name': 'Pub', 'id': '4bf58dd8d48988d11b941735', 'shortName': 'Pub'}]"
8690,ELBOW PARK,EPK,Red's Diner,4b92a452f964a520cc0c34e3,51.03885883683574,-114.0716690663273,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
8691,ELBOW PARK,EPK,Kawa Espresso Bar,4b0b1480f964a520902c23e3,51.04024300120809,-114.08157323494179,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Coffee Shops', 'name': 'Coffee Shop', 'id': '4bf58dd8d48988d1e0931735', 'shortName': 'Coffee Shop'}]"
8693,ELBOW PARK,EPK,World Bier Haus 1410,4b7a0f40f964a5203f212fe3,51.03794120184311,-114.0934977334797,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
8696,ELBOW PARK,EPK,The Tea Factory,518edaf5498efad5436968f2,51.03631387069536,-114.07131096509094,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/tearoom_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Tea Rooms', 'name': 'Tea Room', 'id': '4bf58dd8d48988d1dc931735', 'shortName': 'Tea Room'}]"
8704,ELBOW PARK,EPK,Nellie's Cosmic Cafe,4b3d2bc0f964a5207e8f25e3,51.03782819655399,-114.08453580048065,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/diner_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Diners', 'name': 'Diner', 'id': '4bf58dd8d48988d147941735', 'shortName': 'Diner'}]"
8711,ELBOW PARK,EPK,Monogram Coffee,5a679a8a59c42311fd6bec88,51.009791,-114.0816,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Coffee Shops', 'name': 'Coffee Shop', 'id': '4bf58dd8d48988d1e0931735', 'shortName': 'Coffee Shop'}]"
8712,ELBOW PARK,EPK,M&M Meat Shops,4be5a67cbcef2d7f6b1504e5,51.03117710793409,-114.09519259544108,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'American Restaurants', 'name': 'American Restaurant', 'id': '4bf58dd8d48988d14e941735', 'shortName': 'American'}]"
8714,ELBOW PARK,EPK,Humpty's Family Restaurant,4b898464f964a520193e32e3,51.030435897205116,-114.06032138455687,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
8715,ELBOW PARK,EPK,Our Daily Brett,550079cc498e9d5c9d793ee0,51.031739,-114.095146,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Cafés', 'name': 'Café', 'id': '4bf58dd8d48988d16d941735', 'shortName': 'Café'}]"
8716,COPPERFIELD,CPF,Karma Indian Cuisine,4bd09ccb9854d13ab712f84d,50.93291659912218,-113.96994909068307,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/indian_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Indian Restaurants', 'name': 'Indian Restaurant', 'id': '4bf58dd8d48988d10f941735', 'shortName': 'Indian'}]"
8717,COPPERFIELD,CPF,Famoso Neapolitan Pizzeria,4fc2c1afe4b00baac731734e,50.91624339438785,-113.9604422417089,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Pizza Places', 'name': 'Pizza Place', 'id': '4bf58dd8d48988d1ca941735', 'shortName': 'Pizza'}]"
8719,COPPERFIELD,CPF,Brewsters McKenzie Towne,4b6244a1f964a5207f3f2ae3,50.91674124059431,-113.96141816311443,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breweries', 'name': 'Brewery', 'id': '50327c8591d4c4b30a586d5d', 'shortName': 'Brewery'}]"
8721,COPPERFIELD,CPF,Good Earth Coffee House,4bc9dfb3cc8cd13aa050bccf,50.87960176501044,-113.97625770183544,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Cafés', 'name': 'Café', 'id': '4bf58dd8d48988d16d941735', 'shortName': 'Café'}]"
8723,COPPERFIELD,CPF,Cora's Breakfast & Lunch,4b3ba773f964a520147825e3,50.93292944172112,-113.97045586471388,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
8725,COPPERFIELD,CPF,Cornerstone Music Cafe,4e8f9d6977c89cb921680c21,50.93033511699858,-114.02555798853949,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/musicvenue_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Music Venues', 'name': 'Music Venue', 'id': '4bf58dd8d48988d1e5931735', 'shortName': 'Music Venue'}]"
8730,COPPERFIELD,CPF,Viet Thai Bistro,4e34a3df62e17d29082bf8f2,50.913305176338454,-113.94995266727472,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Asian Restaurants', 'name': 'Asian Restaurant', 'id': '4bf58dd8d48988d142941735', 'shortName': 'Asian'}]"
8731,COPPERFIELD,CPF,Starbelly,550eed15498e2c34ab307395,50.882019627049004,-113.95791475448951,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
8734,COPPERFIELD,CPF,Safeway starbucks,4f2e001de4b083c427df1765,50.93057928975968,-113.96415132482402,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Coffee Shops', 'name': 'Coffee Shop', 'id': '4bf58dd8d48988d1e0931735', 'shortName': 'Coffee Shop'}]"
8736,COPPERFIELD,CPF,Good Earth Cranston,4be72b352468c928682f0243,50.87967295413597,-113.97636066077122,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Cafés', 'name': 'Café', 'id': '4bf58dd8d48988d16d941735', 'shortName': 'Café'}]"
8738,COPPERFIELD,CPF,Sea,4b6e15e1f964a5205da92ce3,50.91540485373234,-113.96080502352406,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/seafood_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Seafood Restaurants', 'name': 'Seafood Restaurant', 'id': '4bf58dd8d48988d1ce941735', 'shortName': 'Seafood'}]"
